,product_id,product_name,reviewer,rating,review_date,advantages,disadvantages,comment,purchase_state
9169,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Елена,5,"22 июня, 13:31","Беру второй раз, кожа чистая, сильно не сушит, подсадила на вашу марку родственницу)",,,Выкупили
9020,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Виктория,4,"24 июня, 22:44","Хорошо очищает,смывает сильный макияж","Идет продукт через нажатие,приходится пользоваться открывая его полностью",Хороший товар,Выкупили
2391,183948489,Подарочный набор бокалов с надписью,Минлия,1,"05 марта, 21:28",,Разбиты оба бокала,,Отказались
2927,3932186,Мультибокс для овощерезки «Практика»,Александра,5,"21 февраля, 07:19","Давно мечтала,нравится,ножи очень острые,будьте осторожны",,,Выкупили
5948,142199442,Емкость для сыпучих продуктов баночки c наклейками,Ольга,5,"05 марта, 16:31",Очень хорошие баночки.В подарок самое то!,,,Выкупили
11968,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Ольга,5,"21 марта, 23:14","Прикольные бокалы,упаковка хорошая,гравировка ровная, заметная,хороший подарок получился. Спасибо,рекомендую 👍",,,Выкупили
8995,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Илона,5,"Вчера, 08:56",,,"Эффективно убирает жирный блеск, мягкое средство, не сушит кожу.",Выкупили
6170,142199442,Емкость для сыпучих продуктов баночки c наклейками,Елена,5,"14 февраля, 08:58","Баночки под специи, что надо!",,,Выкупили
4604,160599645,Весы напольные электронные с приложением для дома 180 кг,Ксения,5,"Вчера, 09:14",Батарейки в комплекте.,-,Красивые весы. Пока приложение не загружала. Показывают температуру в помещении.,Выкупили
2102,183948489,Подарочный набор бокалов с надписью,Анна,5,"13 марта, 19:14",Бокалы огонь!,,,Выкупили
2874,3932186,Мультибокс для овощерезки «Практика»,Елена,5,"02 марта, 07:09",,,"Берн оригинал, штрих код провиряла. Терка отличная.",Выкупили
2422,3932186,Мультибокс для овощерезки «Практика»,Ирина,5,"19 июня, 08:52",Покупала в подарок. Понравилась,,,Выкупили
6886,135895113,Блузка боди с длинным рукавом,Анна,4,"06 декабря 2023, 16:14",,,"Красивая, эффектная, но на рост 164 - длины не хватило в размере М.",
2154,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,5,"11 марта, 16:25","Отлично, можно брать",,,Выкупили
7337,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Наталья,2,"23 июня, 12:12",Мята мне непонравилась,,,Выкупили
5174,160599645,Весы напольные электронные с приложением для дома 180 кг,Тайибахон Файзиева,5,"20 июня, 09:20","Купил себе напольные умные весы — и не пожалела Очень понравилось, что они не просто показывают вес, но и ещё кучу всякой полезной информации: процент жира, воды, мышечной массы и так далее. Всё это видно в приложении на телефоне — подключаются через Bluetooth, всё быстро и просто.",,,Выкупили
6298,135895113,Блузка боди с длинным рукавом,Анджела,5,"10 февраля, 22:30",,Маломерит,Качество хорошее,Отказались
8719,28923876,Блузка базовая,Тамара,3,"01 июня, 12:09",,"Цвет не соответствует заявленному, он слишком яркий, насыщенный",,Выкупили
1570,183948489,Подарочный набор бокалов с надписью,Ольга,5,"25 мая, 10:20",Хорошие бокалы! Именинница довольна,,,Выкупили
741,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Роза,5,"Сегодня, 19:24",,,Спасибо  производитель очень  хороший  подгузники кожа  ребёнка  остаётся сухим браво!,Выкупили
5627,142199442,Емкость для сыпучих продуктов баночки c наклейками,Татьяна,5,"06 апреля, 23:12","Баночки очень симпотичные и по размеру тоже, что надо, жаль только очень, что одна разбитая пришла.",,,Выкупили
7507,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,5,"21 июня, 16:13",Упакован хорошо 👍,,,Выкупили
1981,183948489,Подарочный набор бокалов с надписью,Виктория,5,"19 марта, 00:35",Пришло всё целое. Спасибо),,,Выкупили
7921,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Ольга,4,"17 июня, 12:30",,,"Очень навязчивый, резкий аромат...",Выкупили
10786,35778729,"Жиросжигатель для похудения капсулы, БАД",Ирина,5,"Вчера, 17:47",,,"Пропила капсулы, ничего не заметила. Изменений нет, может кому поможет, у всех разные организмы и восприятия.",Выкупили
11407,35778729,"Жиросжигатель для похудения капсулы, БАД",Татьяна,1,"22 июня, 09:51",Стевия,Все,"Подделка, обычная стевия",Выкупили
3101,3932186,Мультибокс для овощерезки «Практика»,Покупатель Wildberries,5,"27 января, 09:14",Пришло вовремя без брака,,,Выкупили
5405,142199442,Емкость для сыпучих продуктов баночки c наклейками,Альфия,5,"11 мая, 12:23","Хорошие баночки, купила для хранения специй. Пришли все целые, хорошо упакованы.",,,Выкупили
9612,35778729,"Жиросжигатель для похудения капсулы, БАД",Яна,5,"Сегодня, 16:02",,,"Попробовала эти капсулы для похудения и приятно удивлена. Благодаря им я достигла своих похуденческих целей и почувствовала себя более уверенной в себе. Они снизили аппетит и ускорили обмен веществ, что привело к эффективному сжиганию жира)",Выкупили
4149,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Жанна,4,"13 мая, 14:27",Есть минусы,Не хватает крышечки. 2 пакета не держат вакуум,"К сожалению осталась заочарована. Не хватило 1 крышечки и 2 пакета буквально за полчаса теряют герметичность. Очень обидно. Пакетами подобными пользуюсь давно, умею обращаться",Выкупили
11423,35778729,"Жиросжигатель для похудения капсулы, БАД",Лена,5,"22 июня, 09:10",,,"Заказываю капсулы уже не первый раз и каждый раз довольна результатом. Особенно хорошо они работают, когда занимаешься спортом. Без тренировок можно сбросить пару-тройку килограммов, но если добавить физическую активность, то минимум 5 кг точно уйдут. Капсулы реально мощные и на моё тело действуют отлично. Через пару дней я уже заметила, что аппетит уменьшился, и после семи вечера я больше не ем, как раньше. А через неделю вес начал снижаться. Пока курс не закончила, но уже довольна результатом и уверена, что капсулы меня не подведут. Спасибо им огромное.",Выкупили
10327,35778729,"Жиросжигатель для похудения капсулы, БАД",Снежана,5,"22 июня, 17:19",Смогла похудеть,,"Купила капсулы по рекомендации своего тренера, и ничего плохого сказать не могу. Принимаю две недели, вес понемногу идет на спад, уменьшился объем талии и бедер. Этот препарат хорошо помогает в плане правильного питания. По самочувствию все хорошо",Выкупили
10602,35778729,"Жиросжигатель для похудения капсулы, БАД",Настя,5,"Сегодня, 13:57",,,"Хочу отметить реальный контроль аппетита, я стала кушать и понимать что я сытая) Раньше было сложнее не переедать, выходя из-за стола рука тянулась еще за какой-нибудь конфеткой или печенькой) а теперь ни-ни",Выкупили
3316,3932186,Мультибокс для овощерезки «Практика»,Марыся,5,"26 декабря 2024, 00:05",,,"Удобно,покупала в комплект к тёрке. Довольна и тёркой,и судком.",Выкупили
5484,142199442,Емкость для сыпучих продуктов баночки c наклейками,Покупатель Wildberries,5,"29 апреля, 13:42",Хорошие баночки,,,Выкупили
8610,28923876,Блузка базовая,Татьяна,4,"06 июня, 23:06",Качество,Большемерит,"Так прикольная, нобольшемерит",Выкупили
8778,28923876,Блузка базовая,Надежда,5,"28 мая, 18:38",Все хорошо.,"Цвет совсем не такой как на фото, поэтому отказ.",,Отказались
2760,3932186,Мультибокс для овощерезки «Практика»,Любовь,5,"21 марта, 21:35",Незаменимая терка. Пользуюсь такой уже много лет. Купила снохе в качестве маленького презента.,,,Выкупили
3088,3932186,Мультибокс для овощерезки «Практика»,Викуля,5,"29 января, 12:00","Отличная овощерезка! Но очень острые ножи, надо быть аккуратно.",,,Выкупили
1427,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Ольга,5,"18 июня, 20:01",Очень нравятся подгузники. Удобные и не протекают.,,,Выкупили
5219,160599645,Весы напольные электронные с приложением для дома 180 кг,Диана,5,"19 июня, 19:26",Отличные весы👍,,,
7070,135895113,Блузка боди с длинным рукавом,Светлана,5,"20 мая 2023, 17:39",,,"Рукава не такие пышные как на первом фото, а так хорошее и приятное к телу, хорошо тянется",
7765,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Екатерина,5,"18 июня, 21:01",,,Супер,Выкупили
1236,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Оксана,5,"21 июня, 07:58","Отличные подгузники , по хорошей цене 👌",,,Выкупили
12272,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Людмила,5,"08 марта, 21:23","Бокалы хорошие, хорошо упакованы.",,Подруга довольна 👍,Выкупили
360,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Анастасия,5,"08 июня, 05:46","Классные) удобная посадка, приятный летний цвет, для длинных ног гачи некороткие, что как правило является дефицитом...Я довольна покупкой, рекомендую!)",,,Выкупили
8520,28923876,Блузка базовая,Ирина,5,"10 июня, 21:56",,,"Блузка понравилась, хоть цвет и не соответсвует фото, но этот цвет не хуже голубого!!!!",Выкупили
11904,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Анна,5,"28 марта, 22:22","Подруге понравились, спасибо)",,,Выкупили
11758,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Светлана,5,"18 апреля, 19:17","Покупала в подарок, всё очень понравилось.",,,Выкупили
5239,142199442,Емкость для сыпучих продуктов баночки c наклейками,Ди,5,"21 июня, 21:40 • Дополнен",,,Теперь порядок на кухне,Выкупили
8756,28923876,Блузка базовая,Ева,5,"29 мая, 23:34",Цвет.,Заказала в двух цветах. У обеих блузок не ровный вырез горловины.,Топорщится в горловине. Отказ.,Отказались
1955,183948489,Подарочный набор бокалов с надписью,Олеся,5,"20 марта, 09:50","Брали на подарок, свекровь довольна",,,Выкупили
967,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Алеся,5,"23 июня, 22:56","Очень хорошие,удобные,не протекают за всю ночь, советую 👍100%",,,Выкупили
379,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Светлана,1,"07 июня, 03:57",,,На ширинке пятно,Отказались
9733,35778729,"Жиросжигатель для похудения капсулы, БАД",Катя,5,"Сегодня, 04:05",,,"На решение заказать капсулы повлиял их натуральный состав. Пришли две недели назад, сразу начала их принимать, и уже ощущаю первые результаты. Объемы тела начали потихоньку уменьшаться, весы тоже показывают прогресс. Буду принимать дальше!",Выкупили
2611,3932186,Мультибокс для овощерезки «Практика»,Лариса,5,"29 апреля, 08:34","Пришёл товар без дополнительных упаковок, в слюде",,"Жаль что нельзя поставить 10 звезд!!!! 
Терка просто фантастика!!! 
Фото прилагаю, и по моим наблюдениям 1,6 не очень нужна, т. к 3.5 режет лук на ура! А вот для картофеля можно и 10, вместо 7! 
Однозначно рекомендую товар! Это незаменимая, помошница тем кто любит готовить!!! 
И да, без ножевая терка отлично справилась с капустой,",Выкупили
747,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Елена,5,"Сегодня, 18:51",,,Класс!!!,Выкупили
10041,35778729,"Жиросжигатель для похудения капсулы, БАД",Снежана,5,"23 июня, 15:44",,,Брала для дополнительной энергии. Со своей задачей справляется.,Выкупили
8709,28923876,Блузка базовая,Светлана,4,"02 июня, 06:41","Сверху широкая, снизу узкая",,,Отказались
11451,35778729,"Жиросжигатель для похудения капсулы, БАД",Лера,5,"22 июня, 07:52",,,"Рекомендую орсофит в капсулах, одно из немногих средств которое мне помогло. Я всегда руководствуюсь своими ощущуниями. Капсулы мне помогли снизить аппетит и практически ликвидировали чувство голода по утрам и после ужина. Легко смогла отказаться от сладкого и мучного и вес начал отбавляться. Собственно этого я пыталась добиться уже не один год. С этими капсулами все произошло за неделю. Так что я пока довольна. Главное,за время приема побоных эффектов не было.",Выкупили
8062,10147914,Офисная базовая блузка,Покупатель Wildberries,5,"Сегодня, 04:46","Здравствуйте, спасибо блузка очень понравилась. Я прям влюбилась в эту модель, это уже третья такая блузка, только другого цвета,. Удобная, лёгкая, для лета идеальна.",,,Выкупили
7387,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Анна,5,"22 июня, 20:01",Заказываю не первый раз. Все устраивает,,,Выкупили
4089,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Екатерина,5,"16 мая, 11:22",Отличные пакеты👍,,,Выкупили
5337,142199442,Емкость для сыпучих продуктов баночки c наклейками,Людмила,5,"21 мая, 16:37",,,"Хорошие баночки для специй, хорошо упакованы",Выкупили
1068,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Екатерина,5,"22 июня, 19:38",,,"Как всегда, отличная упаковка. Супер качество!!! Наши любимые подгузники с рождения",Выкупили
7335,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Юлия,5,"23 июня, 12:44","Отлично упакован, вкус умопомрочительный",,,Выкупили
9225,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Зульфира,5,"21 июня, 10:28",Заказываю не в первый раз. Пользуюсь я и мои дети подростки. Очень нравится.спасибо!,,,Выкупили
3860,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Светлана,5,"29 мая, 07:31",Все замечательно. Насос работает хорошо. Быстро выкачивает воздух. То что нужно. Спасибо. 👍🌼,,,Выкупили
1282,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Лилия,5,"20 июня, 18:29",👍🏼,,,Выкупили
5009,160599645,Весы напольные электронные с приложением для дома 180 кг,Розэ,5,"21 июня, 18:11",Все отлично,Минусов нет,Все четко показывает.,Выкупили
5261,142199442,Емкость для сыпучих продуктов баночки c наклейками,Анна,5,"13 июня, 03:05","Очень удобные. Пересыпала все специи из кучи пачек, наклеила надписи. Теперь очень удобно брать нужную приправу( не нужно кораться в ящике с пачками), отлично стоят друг на друге и смотрятся красиво",Все отлично,,Выкупили
5100,160599645,Весы напольные электронные с приложением для дома 180 кг,Ксения,5,"20 июня, 22:23",Очень хорошие весы!!!,,,Выкупили
3011,3932186,Мультибокс для овощерезки «Практика»,Анна,5,"10 февраля, 17:26",Отличная терка,,,Выкупили
6117,142199442,Емкость для сыпучих продуктов баночки c наклейками,Александра,5,"18 февраля, 16:57",Замечательно,,,Выкупили
2982,3932186,Мультибокс для овощерезки «Практика»,Татьяна,5,"14 февраля, 07:31",Отличное качество.Доставка пришла раньше,,,Выкупили
6014,142199442,Емкость для сыпучих продуктов баночки c наклейками,Алёна,3,"27 февраля, 21:51",Упаковано хорошо,,"2 банки с царапинами белыми на крышке
Специй умещается меньше 100 грамм...",Выкупили
9000,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Кристина,5,"Вчера, 08:13",👍,,,Выкупили
7591,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Яна,5,"20 июня, 17:33",Упаковка супер👍 много слоев пупырки.,,"Отличный сироп, вкусно пахнет.",Выкупили
7066,135895113,Блузка боди с длинным рукавом,Елена,5,"23 мая 2023, 08:13",,,"На мой 46-48 подошло всё идеально , на маленькую грудь.",
4281,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Ида,5,"06 мая, 09:52","Хорошие пакеты.заложила 4зимних куртки откачала воздух.и удивилась
Что на столько можно сыкономить места в шкафу",,,Выкупили
11171,35778729,"Жиросжигатель для похудения капсулы, БАД",Юлия,5,"22 июня, 22:57",,,"Пью эти капсулы уже месяц, аппетит, действительно, уменьшают👍. Хорошо уходит вес. Купила еще 2 банки.",Выкупили
11320,35778729,"Жиросжигатель для похудения капсулы, БАД",Маргарита,5,"22 июня, 16:01",,,"В первую очередь я изучила состав, все компоненты меня устроили, поэтому я решила заказать и себе. На данный момент принимаю больше недели, занимаюсь фитнесом и два раза посещаю тренажёрку. Вес начал уменьшаться, на сладкое и жирное не тянет вообще",Выкупили
5522,142199442,Емкость для сыпучих продуктов баночки c наклейками,Мясникова,5,"20 апреля, 16:19",Очень удобные и красиво смотрятся на полочке со специями. Очень довольна.,,,Выкупили
2034,183948489,Подарочный набор бокалов с надписью,Наталья,4,"16 марта, 10:14",,"подарочная упаковка  порвана, хоть и пришел упакован в дополнительную коробку",,Выкупили
10280,35778729,"Жиросжигатель для похудения капсулы, БАД",Регина,5,"22 июня, 19:09",,,"Идет вторая неделя приема, все устраивает. Да, кушать хочется меньше)) Этот препарат выступает в роли отлично помощника и мотиватора. Пока ушло немного, 1,9 кг, но я очень рада и такому результату!",Выкупили
5120,160599645,Весы напольные электронные с приложением для дома 180 кг,Каролина,5,"20 июня, 19:03 • Дополнен",,,"чудесные весы. с их появление мне стало легче следить за своим весом и здоровьем, так же очень нравится,что у них есть приложение,где можно всё отслеживать",
3265,3932186,Мультибокс для овощерезки «Практика»,Покупатель Wildberries,5,"04 января, 13:42","Тёрка классная, я давно такую хотела но было дорого, а здесь хорошая скидка. Спасибо, очень довольна!!!",,,Выкупили
11961,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Любовь,5,"22 марта, 15:40","Хорошие бокалы, всё как на картинке,но к сожалению пришли разбитые .",,,Отказались
1178,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Tereza,5,"21 июня, 19:12",Отличный подгузники нам только это подошло по размеру,,,Выкупили
6107,142199442,Емкость для сыпучих продуктов баночки c наклейками,Покупатель Wildberries,5,"19 февраля, 14:16","Баночки хорошо упакованы, мне понравились",,,Выкупили
8620,28923876,Блузка базовая,Покупатель Wildberries,5,"06 июня, 14:06",Симпатичная блузка и цвет мне подходит.,,,Выкупили
2388,183948489,Подарочный набор бокалов с надписью,Татьяна,4,"05 марта, 22:38","Бокалы хорошие, целые",,"Заказывала набор с разными надписями, а пришли два одинаковых. Невнимательная сборка, печально",Выкупили
5720,142199442,Емкость для сыпучих продуктов баночки c наклейками,Джамиля,5,"29 марта, 02:31",,,Шикарно,Выкупили
5277,142199442,Емкость для сыпучих продуктов баночки c наклейками,Анастасия,5,"07 июня, 05:40",,,"Очень удобные баночки, спасибо! Порадовала цена для целого набора стеклянных емкостей. Одна треснула в процессе доставки, но мне было не критично, так что товар я забрала",Выкупили
1457,183948489,Подарочный набор бокалов с надписью,Юлия,5,"20 июня, 13:02",Хорошо упааовано.,,Пришло все целое. Отличная упаковка. Цена хорошая. Готовый подарок.,Выкупили
11339,35778729,"Жиросжигатель для похудения капсулы, БАД",Настя,5,"22 июня, 15:13",,,"Выбрала по причине натурального состава и отличных отзывов. Действует мягко, но эффектно)) Пью капсулы только неделю, есть хочу меньше, особенно перед сном, а воды стала пить больше. Буду продолжать!",Выкупили
3286,3932186,Мультибокс для овощерезки «Практика»,Наталья,5,"30 декабря 2024, 21:42",👍,,,
8494,28923876,Блузка базовая,Диана,5,"12 июня, 12:50",,,За такие деньги норм 👌,Выкупили
9237,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Полупокер,5,"20 июня, 23:36","Хорошо очистил поры, пропали черные точки",Запах не очень,,Выкупили
1277,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Екатерина,4,"20 июня, 19:19","Нам не подошли они, сначала одевали памперсы 1, всё было хорошо, перешли на эти и всё от них у ребёнка покраснело.",Они протекают и не впитывают.,,Выкупили
8779,28923876,Блузка базовая,Надежда,5,"28 мая, 18:38","Симпатичная, яркая, сидит хорошо.",,,Выкупили
1010,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Данна,5,"23 июня, 12:59","Упаковка хорошая , взяла в роддом, на деле ещё не использовала",,,Выкупили
6074,142199442,Емкость для сыпучих продуктов баночки c наклейками,Ольга,5,"21 февраля, 13:25",,,,Выкупили
2859,3932186,Мультибокс для овощерезки «Практика»,Светлана,1,"04 марта, 17:43 • Дополнен",,,"Пластик прогибается, овощи застревают между лезвий. В общем, пожалела очень, что приобрела. Сомневаюсь, что Германия могла произвести такой ширпотреб.",Выкупили
8692,28923876,Блузка базовая,Евгения,5,"03 июня, 07:08",,,,Выкупили
4984,160599645,Весы напольные электронные с приложением для дома 180 кг,Рустам,5,"21 июня, 22:18",,,"Пришли хорошо упакованные. Весы замечательные , показывают вес точный . Я довольна покупкой",Выкупили
5758,142199442,Емкость для сыпучих продуктов баночки c наклейками,Никита,5,"26 марта, 06:28",👌,,,Выкупили
3576,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Наталья,4,"14 июня, 06:46","Все работает отлично. Удалось разместить три пледа в один отсек. Это плюс. Но не угадала с мешками. Много больших мешков, а вот меньшего объёма не хватило.",,,Выкупили
3671,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Елена,5,"07 июня, 13:24",,,"Всё пакеты целые, вакуум держат!!!
Пришли вовремя. Всё отлично!",Выкупили
11277,35778729,"Жиросжигатель для похудения капсулы, БАД",Катя,5,"22 июня, 17:47",,,"Понравился курс, заказала второй, капсулы небольшие нет запаха и вкуса, принимать удобно, нет побочного при применении. За месяц минус 4кг!",Выкупили
4415,160599645,Весы напольные электронные с приложением для дома 180 кг,Нилюфар Расулова,5,"Сегодня, 14:59 • Дополнен",,,Мне очень понравилось всем советую 👍🏻👍🏻👍🏻,Выкупили
11891,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Галина,5,"30 марта, 17:34","Брала на подарок🎁, подруга в восторге😍",,,Выкупили
2527,3932186,Мультибокс для овощерезки «Практика»,Сони,4,"20 мая, 16:38",,"Товар за такую цену,упакован так себе",,Выкупили
385,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Наталья,4,"06 июня, 17:46",Для меня очень высокая посадка,,,Отказались
10534,35778729,"Жиросжигатель для похудения капсулы, БАД",Меркулова,2,"Сегодня, 20:18",,Не держит грудь.,Не оправдал надежд ! Заниматься спортом невозможно!,Выкупили
6875,135895113,Блузка боди с длинным рукавом,Кристина,4,"10 декабря 2023, 22:07",,,В подкладе лифа ткань слишком короткая- заметна эта полоса,
2608,3932186,Мультибокс для овощерезки «Практика»,Покупатель Wildberries,3,"30 апреля, 18:00",,"Сам пластик хрупкий, не хватает ручки. Не удобно держать.",,Выкупили
3804,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Мадинат,5,"31 мая, 14:32","👍 все супер, заказываю третий раз",,,Выкупили
135,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Екатерина,2,"19 июня, 13:43",,Были с пятном,,Отказались
2127,183948489,Подарочный набор бокалов с надписью,Екатерина,1,"12 марта, 21:07",,Пришло сломаное,"Доставка задержалась на неделю так и пришло сломаный один бокал а бралось на подарок, это очень огорчило да ещё надеялась что к 8 марта придёт а праздник был испорчен 😭, плюс к этому нельзя сделать возврат после вскрытия",Выкупили
1373,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Ксения,5,"19 июня, 14:56","Очень хорошие подгузники ,советую",,,Выкупили
8514,28923876,Блузка базовая,Покупатель Wildberries,4,"11 июня, 14:20",Цвет отличается от картинки,,,Отказались
47,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Светлана,5,"23 июня, 20:15",на высоких хорошо будет. качество хорошее!,,,Отказались
4549,160599645,Весы напольные электронные с приложением для дома 180 кг,Сюзанна,5,"Вчера, 16:20",,,"Здравствуйте, долго сомневалась, но всё таки решила взять, потому что старые совсем зависают. И не пожалела👍. На первый взгляд хорошие, функцию свою выполняют. Можно подключить к телефону, но я ещё не до конца разобралась. Батарейки идут в комплекте, что +. Очень надеюсь, что прослужат долго.",Выкупили
1743,183948489,Подарочный набор бокалов с надписью,Светлана,5,"16 апреля, 11:40",Бокалы супер и бонусом игра интересная для компании друзей,,,Выкупили
2781,3932186,Мультибокс для овощерезки «Практика»,Ирина,5,"17 марта, 19:49",Упакована супер. Еще не использовала.,,,Выкупили
9551,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Стелла,3,"15 июня, 18:37",,"Средство вообще ничего не отчищает , не пениться . Эффект 0",,Выкупили
4024,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Анна,5,"20 мая, 10:35",Отличная вещь,2 пакета в наборе брак,,Выкупили
2876,3932186,Мультибокс для овощерезки «Практика»,Татьяна,5,"28 февраля, 14:34","Огонь 🔥🔥🔥 
Ножи очень острые",,,Выкупили
5790,142199442,Емкость для сыпучих продуктов баночки c наклейками,Гульнара,5,"22 марта, 11:58",Все баночки целые пришли. Хорошо упакованы,,,Выкупили
10270,35778729,"Жиросжигатель для похудения капсулы, БАД",Регина,5,"22 июня, 19:26",,,"Принимаю чуть больше двух недель, выпила половина упаковки. Результат есть, смогла похудеть на 2,7 килограмма. Пью дальше, очень надеюсь, что получится сбросить все 6. Чувствую себя отлично, но я и выбирала очень тщательно по составу",Выкупили
8180,10147914,Офисная базовая блузка,Полина,1,"22 июня, 17:10",,,Можно я вообще промолчу.... Красная цена этому изделию 150 ₽,Отказались
8373,28923876,Блузка базовая,Светлана,5,"17 июня, 22:16",,,"Хорошо сидит, в размер.",Выкупили
8,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Евгения,5,"Вчера, 18:56","Отлично сели, материал немного тянется, поэтому дискомфорта не доставляют,  цвет отличный, к телу приятны. Спасибо продавцу",,,Выкупили
2517,3932186,Мультибокс для овощерезки «Практика»,Оля,5,"23 мая, 13:28",Качествество,,"У меня уже более 20 лет,  этот взяла на подарок.  Отличное качество",Выкупили
839,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Анастасия,5,"Сегодня, 10:07","Одни из лучших подгузников, которые мы брали. Просто отличное качество. Практически всегда хватает на всю ночь.",,После этих трусиков-подгузников захотелось побольше попробовать от бренда. Все просто супер. Спасибо.,Выкупили
10763,35778729,"Жиросжигатель для похудения капсулы, БАД",Ирина,5,"Вчера, 20:24",,,"Хорошие таблетки. После еды совсем не хочется сладкого, да и вообще снижают аппетит. За 20 дней 4 кг ушло. Заказывайте, отличный товар",Выкупили
5545,142199442,Емкость для сыпучих продуктов баночки c наклейками,Наталья,4,"16 апреля, 08:51","Очень удобный размер, можно поставить друг на друга",,,Выкупили
8059,10147914,Офисная базовая блузка,Наталия,5,"Сегодня, 06:15",,,"Хорошая блузка, недорогая, пошита хорошо, сидит как надо",Отказались
8668,28923876,Блузка базовая,Юлия,4,"04 июня, 10:05",,"Очень большая, возврат.",,Отказались
10427,35778729,"Жиросжигатель для похудения капсулы, БАД",Анжелика,5,"22 июня, 11:09",,,"Что меня особенно удивило, так это то, что прием этих таблеток оказался очень комфортным для моего желудка, и я не столкнулась с побочными эффектами. Я обычно проявляю осторожность по отношению к подобным продуктам, поскольку раньше часто испытывала боль в желудке от них, но на этот раз все прошло замечательно. После недели использования этого жиросжигателя я решила поделиться своими впечатлениями. Результат налицо, и он действительно положительно сказался на моем здоровье и фигуре. За этот период я сумела избавиться от 1 кг лишнего веса и заметила, что отёчность и чувство тяжести, которые меня мучили, исчезли.",Выкупили
10803,35778729,"Жиросжигатель для похудения капсулы, БАД",Ольга,4,"Вчера, 15:37",,Ноль результата.,,Выкупили
8499,28923876,Блузка базовая,Покупатель,5,"12 июня, 10:37","Красивая, яркая рекомендую 👍👍👍",,,Вернули
12367,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Виктория,5,"07 марта, 02:36",,,Для подарочка без повода - идеальны))),Выкупили
2328,183948489,Подарочный набор бокалов с надписью,Виктория,5,"07 марта, 02:36",,,Для подарочка без повода - идеальны))),Выкупили
7608,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,4,"20 июня, 14:57",Понравился вкус и запах,"Не такой цвет как на картинке, не ели ели открыли бутылку",,Выкупили
